Ensembl Gene ID	EntrezGene ID	HGNC symbol
ENSG00000248838		PGAM1P13
ENSG00000229653		
ENSG00000158865	115584	SLC5A11
ENSG00000248347		
ENSG00000282161		IGHVIII-67-3
ENSG00000275148		
ENSG00000186458	400830	DEFB132
ENSG00000213667		PGGT1BP1
ENSG00000134285	51303	FKBP11
ENSG00000226876		
ENSG00000142515	354	KLK3
ENSG00000213526		SETP8
ENSG00000184486	5454	POU3F2
ENSG00000274553		
ENSG00000007306	1087	CEACAM7
ENSG00000213816		CNN2P4
ENSG00000248431		
ENSG00000234599	10255	HCG9
ENSG00000274245		
ENSG00000149292	54970	TTC12
ENSG00000282123		IGHV7-34-1
ENSG00000259904		ACTG1P15
ENSG00000256810		
ENSG00000231370	7916	PRRC2A
ENSG00000147614	245972	ATP6V0D2
ENSG00000183520	51118	UTP11
ENSG00000256151		
ENSG00000237258	26531	OR11A1
ENSG00000102755	2321	FLT1
ENSG00000136514	64108	RTP4
ENSG00000188833	377841	ENTPD8
ENSG00000100167	55964	SEPT3
ENSG00000085662	231	AKR1B1
ENSG00000260118		
ENSG00000224498		MAPKAPK5P1
ENSG00000104611	63898	SH2D4A
ENSG00000267396		
ENSG00000258772		
ENSG00000198546	118472	ZNF511
ENSG00000273183		
ENSG00000078043	9063	PIAS2
ENSG00000161791	91010	FMNL3
ENSG00000282219		ELK2BP
ENSG00000281348		
ENSG00000242748		RPL23AP81
ENSG00000187534		PRR13P5
ENSG00000151332	51562	MBIP
ENSG00000262652		
ENSG00000254724		OR7E10P
ENSG00000253675		
ENSG00000275760	101060321	TBC1D3G
ENSG00000015285	7454	WAS
ENSG00000276879	83982	IFI27L2
ENSG00000235958	100134015	UBOX5-AS1
ENSG00000139352	429	ASCL1
ENSG00000100335	54471	MIEF1
ENSG00000103253	84264	HAGHL
ENSG00000112419	9749	PHACTR2
ENSG00000163219	9938	ARHGAP25
ENSG00000100528	10175	CNIH1
ENSG00000197168	341676	NEK5
ENSG00000233485		
ENSG00000165275	158234	TRMT10B
ENSG00000261645	101929222	DISC1FP1
ENSG00000258997		NF1P2
ENSG00000248333	984	CDK11B
ENSG00000142396		ERVK3-1
ENSG00000272325	11165	NUDT3
ENSG00000149182	84364	ARFGAP2
ENSG00000206249		
ENSG00000260882		
ENSG00000223618	6293	VPS52
ENSG00000217128	96459	FNIP1
ENSG00000226851		
ENSG00000231123		SPATA20P1
ENSG00000185274	64409	WBSCR17
ENSG00000248967		
ENSG00000109180	54940	OCIAD1
ENSG00000146285	256380	SCML4
ENSG00000261098		
ENSG00000139641	23344	ESYT1
ENSG00000132514	10462	CLEC10A
ENSG00000163946	23272	FAM208A
ENSG00000281087		
ENSG00000226008		SEPT14P3
ENSG00000226844		OR2U2P
ENSG00000280435		
ENSG00000249830		
ENSG00000282059		CICP19
ENSG00000160072	83858	ATAD3B
ENSG00000224205		
ENSG00000204455		TRIM51BP
ENSG00000282493		
ENSG00000250716		LINC01017
ENSG00000255998		
ENSG00000236710		
ENSG00000232872		CTAGE3P
ENSG00000282754		IGHD3-3
ENSG00000213830		CFL1P5
ENSG00000276471		
ENSG00000231066		NPM1P9
ENSG00000146001	54660	PCDHB18P
ENSG00000270316		BORCS7-ASMT
ENSG00000235193		
ENSG00000167658	1938	EEF2
ENSG00000280446		
ENSG00000203635		
ENSG00000263057	54474	KRT20
ENSG00000263553		
ENSG00000272491		
ENSG00000277519		OFD1P16Y
ENSG00000274332	474170	LRRC37A2
ENSG00000270082		
ENSG00000250624		
ENSG00000248118	285577	LINC01019
ENSG00000261651		
ENSG00000113209	26167	PCDHB5
ENSG00000204669	138240	C9orf57
ENSG00000188100	643161	FAM25A
ENSG00000254122	56099	PCDHGB7
ENSG00000232235		CDY3P
ENSG00000236014	6293	VPS52
ENSG00000169228	53917	RAB24
ENSG00000262752		
ENSG00000283095		
ENSG00000122482	84146	ZNF644
ENSG00000204682	399726	CASC10
ENSG00000229725		
ENSG00000278769		
ENSG00000251546		IGKV1D-39
ENSG00000271426		
ENSG00000262347	81850	KRTAP1-3
ENSG00000197046	284266	SIGLEC15
ENSG00000240624		
ENSG00000261847		
ENSG00000254009		IGKV2D-38
ENSG00000253723		
ENSG00000086570	2196	FAT2
ENSG00000266993		
ENSG00000280500		ELMO2P1
ENSG00000188716	338599	DUPD1
ENSG00000092445	7301	TYRO3
ENSG00000262179	101929726	
ENSG00000169016	1876	E2F6
ENSG00000140326	146059	CDAN1
ENSG00000241926		MTCO1P55
ENSG00000250036		IGKV1D-37
ENSG00000261886		
ENSG00000282089		IGHD3OR15-3B
ENSG00000109193	6783	SULT1E1
ENSG00000282268		IGHD2OR15-2B
ENSG00000228292		
ENSG00000266520		RAC1P1
ENSG00000224611		
ENSG00000116478	3065	HDAC1
ENSG00000223544		
ENSG00000225637		
ENSG00000224859	30834	ZNRD1
ENSG00000226523		
ENSG00000253483		
ENSG00000079805	1785	DNM2
ENSG00000140511	145864	HAPLN3
ENSG00000266809		
ENSG00000230665		THAP12P1
ENSG00000257838	653786	
ENSG00000237764	101928283	
ENSG00000213716		FABP5P5
ENSG00000198223	1438	CSF2RA
ENSG00000282922		
ENSG00000215263		
ENSG00000254790		
ENSG00000271670		
ENSG00000179381		OR4K11P
ENSG00000225063		
ENSG00000279176		
ENSG00000214745		
ENSG00000176771	344148	NCKAP5
ENSG00000279599		
ENSG00000259705	105370809	
ENSG00000270542		
ENSG00000106536	11281	POU6F2
ENSG00000278147		
ENSG00000253711		
ENSG00000156265	56911	MAP3K7CL
ENSG00000070778	11099	PTPN21
ENSG00000198573	64663	SPANXC
ENSG00000230249		
ENSG00000242726	79897	RPP21
ENSG00000181610	51649	MRPS23
ENSG00000267908		ZSCAN5D
ENSG00000241322	374286	CDRT1
ENSG00000229552		HLA-T
ENSG00000163072	115677	NOSTRIN
ENSG00000128050	10606	PAICS
ENSG00000267606		
ENSG00000111850	57150	SMIM8
ENSG00000111850	63914	SMIM8
ENSG00000274351		
ENSG00000213881		NPM1P6
ENSG00000249565		SERBP1P5
ENSG00000134265	8774	NAPG
ENSG00000230617		
ENSG00000164266	6690	SPINK1
ENSG00000228400		
ENSG00000259118		
ENSG00000282525		
ENSG00000267145		
ENSG00000130283		GDF1
ENSG00000249916		
ENSG00000233623		PGAM1P11
ENSG00000144026	84874	ZNF514
ENSG00000267710		
ENSG00000182247	7325	UBE2E2
ENSG00000230096		
ENSG00000272017		
ENSG00000251470		ASNSP4
ENSG00000181450	339500	ZNF678
ENSG00000224340		
ENSG00000225711		
ENSG00000228984		
ENSG00000255608		
ENSG00000280603		
ENSG00000163412	317649	EIF4E3
ENSG00000271154		
ENSG00000264833		RN7SL468P
ENSG00000273761	57062	DDX24
ENSG00000242894		RN7SL634P
ENSG00000206486	8449	DHX16
ENSG00000207007		RNU6-891P
ENSG00000199705		
ENSG00000267800		
ENSG00000280490		
ENSG00000222582		RNU2-66P
ENSG00000188738	401024	FSIP2
ENSG00000240533		RN7SL69P
ENSG00000234031		RPS3AP44
ENSG00000236981	219870	OR10G9
ENSG00000212409		RNY4P18
ENSG00000252674		RNA5SP102
ENSG00000272351		RNA5SP506
ENSG00000236324		
ENSG00000280260		
ENSG00000272874		
ENSG00000206846		
ENSG00000152291	10618	TGOLN2
ENSG00000274759		
ENSG00000258111		
ENSG00000145649	3001	GZMA
ENSG00000264757	100423025	MIR3198-1
ENSG00000199913		
ENSG00000211878		TRAJ11
ENSG00000252928		RNU6-64P
ENSG00000228159	102724188	
ENSG00000263367		
ENSG00000172159	257019	FRMD3
ENSG00000234862		
ENSG00000202310		
ENSG00000254837		
ENSG00000175931	63893	UBE2O
ENSG00000207201		RNU1-148P
ENSG00000079974	11158	RABL2B
ENSG00000258289	91612	CHURC1
ENSG00000260468		LINC01290
ENSG00000222057		RNU4-62P
ENSG00000171786	4807	NHLH1
ENSG00000273764		
ENSG00000200649		RNA5SP343
ENSG00000263833		
ENSG00000252555		RNU6-567P
ENSG00000222500		RNA5SP475
ENSG00000283180	102465459	MIR6767
ENSG00000275793	85376	RIMBP3
ENSG00000251753		RNU6-75P
ENSG00000199405		
ENSG00000131023	9113	LATS1
ENSG00000277474	102466759	MIR6894
ENSG00000207804	693184	MIR599
ENSG00000275519	102465482	MIR6804
ENSG00000283694	100422877	MIR3202-2
ENSG00000252451		RNA5SP168
ENSG00000272445		RNU6-84P
ENSG00000266133	100616243	MIR4759
ENSG00000253035		RNU4ATAC5P
ENSG00000200623	595098	SNORD18A
ENSG00000224896		SIGLEC30P
ENSG00000200209		
ENSG00000252593		RNU6-1224P
ENSG00000275987		
ENSG00000206634	677807	SNORA22
ENSG00000244376		RN7SL636P
ENSG00000218549		OR4K12P
ENSG00000214702		
ENSG00000219445	101928254	
ENSG00000252466	100313840	MIR2115
ENSG00000238304		RNU7-50P
ENSG00000199453	100033449	SNORD115-12
ENSG00000006047	51087	YBX2
ENSG00000252580		
ENSG00000200397		
ENSG00000100664	1983	EIF5
ENSG00000264614	100847054	MIR5588
ENSG00000264764	100616157	MIR4772
ENSG00000221430	100302181	MIR1294
ENSG00000262406	4321	MMP12
ENSG00000278529	102465870	MIR8070
ENSG00000221038		RNU6ATAC7P
ENSG00000265841	100422920	MIR548X
ENSG00000179615	121129	OR2AP1
ENSG00000276643		
ENSG00000202056		RNA5SP19
ENSG00000109919	23788	MTCH2
ENSG00000265429	100616208	MIR4782
ENSG00000242315		RN7SL685P
ENSG00000206792		
ENSG00000270577		
ENSG00000252513		RNU1-128P
ENSG00000252064		
ENSG00000206827		RNU6-1032P
ENSG00000201811		
ENSG00000186827	7293	TNFRSF4
ENSG00000266274		RN7SL138P
ENSG00000200156	26832	RNU5B-1
ENSG00000199012	574433	MIR412
ENSG00000241745		RN7SL788P
ENSG00000276367		
ENSG00000231652	101928489	
ENSG00000237611		
ENSG00000199072	406888	MIRLET7F1
ENSG00000277442	9437	NCR1
ENSG00000221711		
ENSG00000273866		
ENSG00000212228		
ENSG00000170142	7324	UBE2E1
ENSG00000264297	102465833	MIR4433B
ENSG00000212443	677832	SNORA53
ENSG00000278099		
ENSG00000283666		
ENSG00000125414	4620	MYH2
ENSG00000207935	406987	MIR204
ENSG00000241693		RN7SL704P
ENSG00000201253		RNU4-10P
ENSG00000207493	677827	SNORA46
ENSG00000207334		RNU6-12P
ENSG00000252228		
ENSG00000240457		RN7SL472P
ENSG00000201370		
ENSG00000007933	2328	FMO3
ENSG00000273601		
ENSG00000181803	341799	OR6S1
ENSG00000265170		RN7SL667P
ENSG00000223086		RNA5SP155
ENSG00000279824		
ENSG00000222225		RNU6-447P
ENSG00000199704	100033803	SNORD115-29
ENSG00000212333		RNA5SP213
ENSG00000281992		
ENSG00000276712	102465668	MIR7111
ENSG00000199831		RN7SKP291
ENSG00000283499		
ENSG00000200028		RNA5SP98
ENSG00000269266		DNAJC19P2
ENSG00000223245		RNU4-63P
ENSG00000169683	201255	LRRC45
ENSG00000264846		
ENSG00000201274		RNA5SP192
ENSG00000202380		RNU1-55P
ENSG00000198535	145741	C2CD4A
ENSG00000265304	100500824	MIR3650
ENSG00000239079		
ENSG00000201988		
ENSG00000279342		
ENSG00000201294		RNU6-1019P
ENSG00000252827		RN7SKP11
ENSG00000278267	102466751	MIR6859-1
ENSG00000283237		
ENSG00000221754	100302236	MIR1260A
ENSG00000129467	196883	ADCY4
ENSG00000199894		
ENSG00000266780	100846999	MIR4444-2
ENSG00000202047		RNA5SP324
ENSG00000200168		RNA5SP350
ENSG00000115966	1386	ATF2
ENSG00000273896	79042	TSEN34
ENSG00000274623		
ENSG00000087245	4313	MMP2
ENSG00000111605	11052	CPSF6
ENSG00000207264		RNU6-15P
ENSG00000281000	780854	SNORD3D
ENSG00000222164		RN7SKP266
ENSG00000233692	102060414	C4B-AS1
ENSG00000151322	64067	NPAS3
ENSG00000105352	1089	CEACAM4
ENSG00000206600		RNU6-25P
ENSG00000174370	219833	C11orf45
ENSG00000206630	26788	SNORD60
ENSG00000257849		
ENSG00000234071		
ENSG00000266703	100616186	MIR4490
ENSG00000281446		
ENSG00000214819	256223	CDRT15L2
ENSG00000111077	23371	TNS2
ENSG00000255499		
ENSG00000276604	441864	TARM1
ENSG00000225027		IFNWP4
ENSG00000236808	30834	ZNRD1
ENSG00000231913		RARRES2P3
ENSG00000007171	4843	NOS2
ENSG00000178999	9212	AURKB
ENSG00000177047	3467	IFNW1
ENSG00000276205		
ENSG00000280163		
ENSG00000185915	257240	KLHL34
ENSG00000134532	6660	SOX5
ENSG00000277774		RN7SL763P
ENSG00000104976	6618	SNAPC2
ENSG00000278498		
ENSG00000243957		RN7SL647P
ENSG00000142606	79258	MMEL1
ENSG00000236953		ZDHHC20-IT1
ENSG00000283614	102465855	MIR7973-2
ENSG00000202517		
ENSG00000173673	390992	HES3
ENSG00000199322		RNA5SP183
ENSG00000207220		RNU1-57P
ENSG00000281945		
ENSG00000227847		
ENSG00000189145		
ENSG00000201658		RNU6-283P
ENSG00000263671		
ENSG00000266278	101060542	
ENSG00000274678		
ENSG00000238789		RNU7-152P
ENSG00000207595	406954	MIR181A2
ENSG00000251905		RNU7-2P
ENSG00000236107	101929680	
ENSG00000236107	102724058	
ENSG00000283333	102465858	MIR7977
ENSG00000214255		RPS2P6
ENSG00000222610		RNU6-402P
ENSG00000264574	100616217	MIR1254-2
ENSG00000199598		RNU6-859P
ENSG00000196371	2526	FUT4
ENSG00000221562		RNU6ATAC10P
ENSG00000100413	171568	POLR3H
ENSG00000233424		
ENSG00000207119		
ENSG00000207005	26870	RNU1-2
ENSG00000278481	553128	KIR2DL5B
ENSG00000240877		RN7SL521P
ENSG00000283468	100616234	MIR4454
ENSG00000253184		
ENSG00000259466		NPM1P47
ENSG00000251991		RNU7-49P
ENSG00000212584		RNU6-587P
ENSG00000253065		
ENSG00000242707		RN7SL362P
ENSG00000227596		
ENSG00000275291		
ENSG00000222659		RNU2-8P
ENSG00000269243		
ENSG00000257381	100422886	MIR3179-2
ENSG00000201809		
ENSG00000256125		
ENSG00000239180		
ENSG00000247228	400541	
ENSG00000264229	100151683	RNU4ATAC
ENSG00000252343		RNU2-34P
ENSG00000228585		
ENSG00000212160		RNU6-205P
ENSG00000283512		
ENSG00000215769	146880	
ENSG00000263918	100500910	MIR3670-1
ENSG00000234304		SGO1P2
ENSG00000206623		RNU6-979P
ENSG00000200419		
ENSG00000228624	101927768	
ENSG00000250080		
ENSG00000277494	338328	GPIHBP1
ENSG00000242998		RN7SL379P
ENSG00000258104		HIGD1AP9
ENSG00000206820		RNU1-138P
ENSG00000276135		FAM27E2
ENSG00000261126		
ENSG00000202241		RN7SKP186
ENSG00000250583		
ENSG00000265660	100616318	MIR4664
ENSG00000261586		
ENSG00000238295		
ENSG00000239710		RN7SL692P
ENSG00000235757		PTMAP1
ENSG00000175065	147409	DSG4
ENSG00000182712	100272147	CMC4
ENSG00000264071		RN7SL531P
ENSG00000266527		
ENSG00000243591		RN7SL282P
ENSG00000277829		
ENSG00000252546		RNA5SP466
ENSG00000162769	28982	FLVCR1
ENSG00000278348		
ENSG00000211924		IGHD3-9
ENSG00000207712	693212	MIR627
ENSG00000251834		RNU6-319P
ENSG00000252950		RNA5SP490
ENSG00000279099		
ENSG00000244337		
ENSG00000254104		
ENSG00000224128		LINC01248
ENSG00000242893		RN7SL413P
ENSG00000212189		RNU6-328P
ENSG00000232024		LSM12P1
ENSG00000206915		RNU6-439P
ENSG00000275558		RN7SKP175
ENSG00000253633		
ENSG00000230090		
ENSG00000224237		MINOS1P3
ENSG00000229470	2794	GNL1
ENSG00000223076		RNA5SP31
ENSG00000251955		RNU6-27P
ENSG00000115085	7535	ZAP70
ENSG00000283281	102465859	MIR7978
ENSG00000207730	406984	MIR200B
ENSG00000252315		RNA5SP520
ENSG00000202433		RNU6-54P
ENSG00000275958		
ENSG00000206744		RNU6-620P
ENSG00000224538		MCCD1P1
ENSG00000201340		
ENSG00000264483	100847072	MIR5008
ENSG00000249180		
ENSG00000264747	100500834	MIR3924
ENSG00000265634	692092	SNORD32B
ENSG00000230376		MEMO1P4
ENSG00000013561	9604	RNF14
ENSG00000140968	3394	IRF8
ENSG00000276826	112724	RDH13
ENSG00000227488	729428	GAGE12D
ENSG00000227488	100132399	GAGE12D
ENSG00000277179	199713	NLRP7
ENSG00000233536		
ENSG00000158122	195827	AAED1
ENSG00000204949	100131726	FAM83A-AS1
ENSG00000198642	55958	KLHL9
ENSG00000232396		
ENSG00000282395		LINC01606
ENSG00000266379		
ENSG00000141905	4782	NFIC
ENSG00000121058	8161	COIL
ENSG00000171476	84525	HOPX
ENSG00000185386	5600	MAPK11
ENSG00000212207		RNU6-1321P
ENSG00000219135		RPL23AP48
ENSG00000221055	100302128	MIR1302-3
ENSG00000102290	27328	PCDH11X
ENSG00000105393	29086	BABAM1
ENSG00000211856		TRAJ33
ENSG00000217139		
ENSG00000230939		
ENSG00000254440	59351	PBOV1
ENSG00000165219	26130	GAPVD1
ENSG00000274894	26121	PRPF31
ENSG00000196526	60312	AFAP1
ENSG00000166025	154810	AMOTL1
ENSG00000231291		
ENSG00000264164		
ENSG00000102271	56062	KLHL4
ENSG00000270936		
ENSG00000224761		
ENSG00000105048	7138	TNNT1
ENSG00000226609		
ENSG00000259409		
ENSG00000266498		
ENSG00000004939	6521	SLC4A1
ENSG00000244565		
ENSG00000279814		
ENSG00000181958	81328	OR4A15
ENSG00000172137	794	CALB2
ENSG00000242477		
ENSG00000229978		PRAMEF36P
ENSG00000129925	58986	TMEM8A
ENSG00000270185		IGHD1OR15-1B
ENSG00000197343	79027	ZNF655
ENSG00000143198	4259	MGST3
ENSG00000165983	9317	PTER
ENSG00000130764	57470	LRRC47
ENSG00000143702	9859	CEP170
ENSG00000143702	645455	CEP170
ENSG00000201541		
ENSG00000275840		
ENSG00000252677		
ENSG00000268001	100505812	CARD8-AS1
ENSG00000264438		RN7SL560P
ENSG00000275227		
ENSG00000187922	414332	LCN10
ENSG00000199392		
ENSG00000086827	9183	ZW10
ENSG00000121858	8743	TNFSF10
ENSG00000140455	9960	USP3
ENSG00000232837	101928435	
ENSG00000230948		
ENSG00000276836	201176	ARHGAP27
ENSG00000178623	2859	GPR35
ENSG00000232696		
ENSG00000277196	102724788	
ENSG00000251102		CTBP2P4
ENSG00000147548	54904	WHSC1L1
ENSG00000002586	4267	CD99
ENSG00000112592	6908	TBP
ENSG00000224646		
ENSG00000269524		
ENSG00000260206		
ENSG00000128218	29802	VPREB3
ENSG00000122970	28981	IFT81
ENSG00000224579		
ENSG00000274515		
ENSG00000267205		
ENSG00000234436		
ENSG00000249114		
ENSG00000234800		PCMTD1P3
ENSG00000249767		ENPP7P10
ENSG00000079215	6507	SLC1A3
ENSG00000282355		CARS-AS1
ENSG00000255575		
ENSG00000222150		RNA5SP239
ENSG00000278565	90273	CEACAM21
ENSG00000277306		
ENSG00000162496	9249	DHRS3
ENSG00000258196		
ENSG00000283234		
ENSG00000201361		RNA5SP433
ENSG00000231407		
ENSG00000271986		RN7SL827P
ENSG00000201443		RNU6-309P
ENSG00000180543	85453	TSPYL5
ENSG00000213753	65996	CENPBD1P1
ENSG00000232090		
ENSG00000199979		
ENSG00000229937	221823	PRPS1L1
ENSG00000201048		
ENSG00000276351		
ENSG00000196796		
ENSG00000200999		
ENSG00000207736	724027	MIR657
ENSG00000207754	664616	MIR487B
ENSG00000263914		MTND2P13
ENSG00000255495		
ENSG00000252141		RNU6-65P
ENSG00000207157		RNY3P4
ENSG00000228689		
ENSG00000243847		RN7SL610P
ENSG00000232948	245940	DEFB130
ENSG00000273818		RN7SL673P
ENSG00000148303	6130	RPL7A
ENSG00000074416	11343	MGLL
ENSG00000113851	51185	CRBN
ENSG00000212428		
ENSG00000251724		RNU7-175P
ENSG00000213786		NHP2P2
ENSG00000270090		
ENSG00000274098		RN7SL787P
ENSG00000151413	80224	NUBPL
ENSG00000266052	100616182	MIR4500
ENSG00000257069	106780802	
ENSG00000199605		RNY4P24
ENSG00000127585	146330	FBXL16
ENSG00000271041		
ENSG00000116106	2043	EPHA4
ENSG00000168899	10791	VAMP5
ENSG00000148688	10556	RPP30
ENSG00000115520	80219	COQ10B
ENSG00000136694	27179	IL36A
ENSG00000275165	79042	TSEN34
ENSG00000232104	101929302	RFX3-AS1
ENSG00000273978		
ENSG00000130529	54795	TRPM4
ENSG00000231526	3117	HLA-DQA2
ENSG00000231526	3118	HLA-DQA2
ENSG00000218823	56903	PAPOLB
ENSG00000125845	650	BMP2
ENSG00000206268	7936	NELFE
ENSG00000206268	100302242	NELFE
ENSG00000226466		RPA2P2
ENSG00000230666	388550	CEACAM22P
ENSG00000180432	1582	CYP8B1
ENSG00000226669		
ENSG00000283573		
ENSG00000151470	132321	C4orf33
ENSG00000264247	400657	LINC00909
ENSG00000269792		
ENSG00000176887	6664	SOX11
ENSG00000121104	81558	FAM117A
ENSG00000253158		IGKV3-31
ENSG00000260963		
ENSG00000248980		
ENSG00000274469		
ENSG00000100162	79019	CENPM
ENSG00000274579		
ENSG00000207332		RNU6-146P
ENSG00000242769		RN7SL432P
ENSG00000253870		IGKV1-32
ENSG00000278775		
ENSG00000201185		RNA5SP202
ENSG00000259076		
ENSG00000238090		
ENSG00000225778	219731	PROSER2-AS1
ENSG00000199231		
ENSG00000222432		
ENSG00000101200	551	AVP
ENSG00000238215		
ENSG00000207086		
ENSG00000199890		
ENSG00000243384		
ENSG00000252287		RNA5SP24
ENSG00000275680		
ENSG00000186377	260293	CYP4X1
ENSG00000214761		HNRNPA1P15
ENSG00000278198		
ENSG00000273519		
ENSG00000240837		RN7SL77P
ENSG00000208004	574410	MIR323B
ENSG00000199631	26818	SNORD33
ENSG00000197355	91373	UAP1L1
ENSG00000273725		
ENSG00000238066		
ENSG00000212445		
ENSG00000273537		
ENSG00000177096	150368	FAM109B
ENSG00000200238		RNA5SP133
ENSG00000266417	100616328	MIR4424
ENSG00000207780	693233	MIR648
ENSG00000200545		
ENSG00000224314		
ENSG00000279524		
ENSG00000264706		RN7SL217P
ENSG00000279495		
ENSG00000233276	2876	GPX1
ENSG00000252249		
ENSG00000278919		
ENSG00000233196		
ENSG00000279477		
ENSG00000263537		RN7SL387P
ENSG00000278081	6203	
ENSG00000252654		RNU7-6P
ENSG00000281228		
ENSG00000238594		
ENSG00000267291	105372397	
ENSG00000274494	102466745	MIR6832
ENSG00000230003		
ENSG00000278552		
ENSG00000264397	100500916	MIR3180-5
ENSG00000201579		RNU6-343P
ENSG00000215483	400123	LINC00598
ENSG00000215483	646982	LINC00598
ENSG00000261273		
ENSG00000278249	677766	SCARNA2
ENSG00000244306	642477	LINC01296
ENSG00000263573	100422868	MIR4270
ENSG00000280116		
ENSG00000249551		
ENSG00000282605		TRBV12-5
ENSG00000230024		
ENSG00000274651	26121	PRPF31
ENSG00000206787		RNU6-76P
ENSG00000207244		
ENSG00000231221	107178918	LINC01593
ENSG00000219951		
ENSG00000233046	81696	OR5V1
ENSG00000223191		RNU6-293P
ENSG00000258345		
ENSG00000180592	387640	SKIDA1
ENSG00000106803	10952	SEC61B
ENSG00000105852	5446	PON3
ENSG00000238901		
ENSG00000259698		KIAA0125P2
ENSG00000201683		
ENSG00000242321		RPL23AP40
ENSG00000276312		
ENSG00000239207		GAPDHP39
ENSG00000229058	177	AGER
ENSG00000249008		
ENSG00000272933		
ENSG00000241542		RN7SL369P
ENSG00000256093		
ENSG00000264845	105372179	
ENSG00000265145	26796	SNORD53
ENSG00000230025		
ENSG00000283585		
ENSG00000252202		
ENSG00000279587		
ENSG00000269519		
ENSG00000132970	10810	WASF3
ENSG00000276202		
ENSG00000231043		
ENSG00000243905		RN7SL679P
ENSG00000271272		
ENSG00000264781	100616422	MIR4537
ENSG00000240320		
ENSG00000207656	574442	MIR489
ENSG00000280571		
ENSG00000212580		
ENSG00000162104	115	ADCY9
ENSG00000207926	406925	MIR135A1
ENSG00000252800		
ENSG00000264737	100616379	MIR4511
ENSG00000279551		
ENSG00000264931	100423011	MIR3138
ENSG00000212354		RNU6-1242P
ENSG00000283615	100126323	MIR924
ENSG00000276800		
ENSG00000174010	80311	KLHL15
ENSG00000235213		OR6E1P
ENSG00000077348	56915	EXOSC5
ENSG00000279336		
ENSG00000199914	767594	SNORD114-16
ENSG00000240143		
ENSG00000238262		NTM-IT
ENSG00000265432	100422984	MIR4308
ENSG00000280646		
ENSG00000274323		
ENSG00000202347		RNU1-16P
ENSG00000236257		EI24P2
ENSG00000199855		RNU6-490P
ENSG00000198930	158511	CSAG1
ENSG00000269583		
ENSG00000266158		RN7SL785P
ENSG00000274824	102465689	MIR7152
ENSG00000248385	441864	TARM1
ENSG00000265301	100616475	MIR548AD
ENSG00000144674	2803	GOLGA4
ENSG00000200963		RNU6-289P
ENSG00000260671		
ENSG00000207215		
ENSG00000221206		RNU6ATAC15P
ENSG00000144647	84892	POMGNT2
ENSG00000249367		FABP5P12
ENSG00000222414		RNU2-59P
ENSG00000227068		
ENSG00000212214		
ENSG00000197647	163059	ZNF433
ENSG00000201428		RN7SKP71
ENSG00000254417		ANO1-AS2
ENSG00000273916	9437	NCR1
ENSG00000251760		RNA5SP418
ENSG00000259025		
ENSG00000223431		MTND6P21
ENSG00000013275	5704	PSMC4
ENSG00000238364		RNU7-140P
ENSG00000252014		
ENSG00000229890		ACTP1
ENSG00000200492		
ENSG00000228855		
ENSG00000244607	152206	CCDC13
ENSG00000252858		RNU6-1271P
ENSG00000185940	439915	KRTAP5-5
ENSG00000227505		
ENSG00000222051		RNU6-1165P
ENSG00000267090		
ENSG00000005073	3207	HOXA11
ENSG00000202412		RNY3P13
ENSG00000144231	5433	POLR2D
ENSG00000105205	1178	CLC
ENSG00000248783		
ENSG00000200575		RNU6-414P
ENSG00000244623	81392	OR2AE1
ENSG00000207942	406927	MIR136
ENSG00000188375	440093	H3F3C
ENSG00000206682		
ENSG00000243389		
ENSG00000236443	5696	PSMB8
ENSG00000252931		RNU6-231P
ENSG00000201474		RNU6-164P
ENSG00000213703		
ENSG00000222581		RNU2-47P
ENSG00000266877		
ENSG00000278391		
ENSG00000136689	3557	IL1RN
ENSG00000208006	406950	MIR16-1
ENSG00000202395		RN7SKP1
ENSG00000241487		RN7SL586P
ENSG00000263724	201477	DLGAP1-AS3
ENSG00000200086		RNU6-433P
ENSG00000278010		
ENSG00000239823		
ENSG00000221363		RNU6ATAC20P
ENSG00000201102		
ENSG00000132703	325	APCS
ENSG00000207797	406963	MIR187
ENSG00000276137	102465139	MIR6133
ENSG00000276872		
ENSG00000221753	100302165	MIR1273A
ENSG00000207741	693175	MIR590
ENSG00000271739		RNU1-29P
ENSG00000090104	5996	RGS1
ENSG00000239129		
ENSG00000261172		
ENSG00000202431		RNU6-438P
ENSG00000184221	116448	OLIG1
ENSG00000198965	343406	OR10R2
ENSG00000202389		
ENSG00000276051	3135	HLA-G
ENSG00000207583	693191	MIR606
ENSG00000255850	104169670	TMEM5-AS1
ENSG00000222627		RNU2-37P
ENSG00000265213	100500867	MIR3684
ENSG00000272533	677811	SNORA28
ENSG00000266328		
ENSG00000147255	3547	IGSF1
ENSG00000206616		RNU6-741P
ENSG00000279152		
ENSG00000244671		RN7SL280P
ENSG00000238021		ARMC4P1
ENSG00000264788	100422876	MIR3148
ENSG00000273974		
ENSG00000251776		RN7SKP242
ENSG00000183873	6331	SCN5A
ENSG00000278454		
ENSG00000252066		RNU2-53P
ENSG00000280502		
ENSG00000254285		KRT8P3
ENSG00000200616		
ENSG00000241877		
ENSG00000200113		
ENSG00000252973		RNU6-1028P
ENSG00000221628	100302130	MIR1302-4
ENSG00000276445		
ENSG00000265539	100422846	MIR3164
ENSG00000277941		
ENSG00000276275		
ENSG00000227852		
ENSG00000199051	494323	MIR361
